name,state,lat,lon,formatted_address,types,confidence,source
"Town Of Wappinger, NY",New York,41.59648749999999,-73.90070899999999,"Wappinger, NY, USA","administrative_area_level_3,political",high,google
"Village Of Harrison, NY",New York,40.9700171,-73.7176337,"Harrison, NY, USA","locality,political",high,google
Orleans County,New York,43.350546,-78.198937,"Orleans County, NY, USA","administrative_area_level_2,political",high,google+snapped
"City Of Ithaca, NY",New York,42.4439614,-76.5018807,"Ithaca, NY, USA","locality,political",high,google
"City Of Niagara Falls, NY",New York,43.0962143,-79.0377388,"Niagara Falls, NY, USA","locality,political",high,google
"City Of Long Beach, NY",New York,40.5886507,-73.6668807,"Long Beach, NY, USA","locality,political",high,google
"City Of Saratoga Springs, NY",New York,43.08337059999999,-73.7849756,"Saratoga Springs, NY, USA","locality,political",high,google
"Village Of Freeport, NY",New York,40.6576022,-73.58318349999999,"Freeport, NY, USA","locality,political",high,google
"Town Of Orchard Park, NY",New York,42.7675323,-78.7440921,"Orchard Park, NY, USA","administrative_area_level_3,political",high,google
"City Of Middletown, NY",New York,41.4459271,-74.42293409999999,"Middletown, NY 10940, USA","locality,political",high,google
"Town Of Salina, NY",New York,43.0857146,-76.1850642,"Salina, NY, USA","administrative_area_level_3,political",high,google
"Town Of Henrietta, NY",New York,43.0592452,-77.6128039,"Henrietta, NY 14467, USA","locality,political",high,google
"Town Of Queensbury, NY",New York,43.3587232,-73.6577461,"Queensbury, NY, USA","administrative_area_level_3,political",high,google
"City Of Auburn, NY",New York,42.9317335,-76.5660529,"Auburn, NY 13021, USA","locality,political",high,google
"Town Of Cicero, NY",New York,43.1763158,-76.1141646,"Cicero, NY, USA","locality,political",high,google
"Town Of Ossining, NY",New York,41.15989889999999,-73.8536683,"Ossining, NY, USA","administrative_area_level_3,political",high,google
"Town Of Pittsford, NY",New York,43.0789942,-77.5275463,"Pittsford, NY, USA","administrative_area_level_3,political",high,google
"City Of Rome, NY",New York,43.2128473,-75.4557303,"Rome, NY, USA","locality,political",high,google
"City Of Peekskill, NY",New York,41.2900939,-73.9204158,"Peekskill, NY, USA","locality,political",high,google
"Town Of Glenville, NY",New York,42.9292419,-74.0520717,"Glenville, NY 12010, USA","locality,political",high,google
"Town Of Riverhead, NY",New York,40.9170435,-72.66204019999999,"Riverhead, NY, USA","locality,political",high,google
"Town Of Clifton Park, NY",New York,42.844668,-73.8183804,"Clifton Park, NY, USA","administrative_area_level_3,political",high,google
Town of Rye,New York,41.0125894,-73.6830521,"Rye, NY, USA","administrative_area_level_3,political",high,google
"Town Of Webster, NY",New York,43.2122851,-77.4299939,"Webster, NY 14580, USA","locality,political",high,google
"Village Of Ossining, NY",New York,41.1628731,-73.8615246,"Ossining, NY, USA","locality,political",high,google
"Town Of Cortlandt, NY",New York,41.2548162,-73.9001377,"Cortlandt, NY 10567, USA","locality,political",high,google
"Town Of Vestal, NY",New York,42.0855898,-76.053575,"Vestal, NY 13850, USA","locality,political",high,google
"Town Of Wallkill, NY",New York,41.498671,-74.3822058,"Wallkill, NY, USA","administrative_area_level_3,political",high,google
"Village Of Valley Stream, NY",New York,40.6642699,-73.70846449999999,"Valley Stream, NY, USA","locality,political",high,google
Schoharie County,New York,42.65503349999999,-74.4994517,"Schoharie County, NY, USA","administrative_area_level_2,political",high,google
"Village Of Rockville Centre, NY",New York,40.65871380000001,-73.6412406,"Rockville Centre, NY, USA","locality,political",high,google
"Town Of Perinton, NY",New York,43.0796634,-77.4472495,"Perinton, NY, USA","administrative_area_level_3,political",high,google
"Town Of Halfmoon, NY",New York,42.8690107,-73.7242486,"Halfmoon, NY, USA","administrative_area_level_3,political",high,google
"Town Of Clarence, NY",New York,42.98061939999999,-78.5919067,"Clarence, NY 14031, USA","locality,political",high,google
"Town Of Penfield, NY",New York,43.1303407,-77.475551,"Penfield, NY 14526, USA","locality,political",high,google
"Town Of Poughkeepsie, NY",New York,41.6548474,-73.90070899999999,"Poughkeepsie, NY, USA","administrative_area_level_3,political",high,google
"City Of Binghamton, NY",New York,42.09712040000001,-75.9116546,"Binghamton, NY, USA","locality,political",high,google
"County Of Chenango, NY",New York,42.4972314,-75.62080879999999,"Chenango County, NY, USA","administrative_area_level_2,political",high,google
"Village Of Lindenhurst, NY",New York,40.68676670000001,-73.3734547,"Lindenhurst, NY 11757, USA","locality,political",high,google
"City Of Elmira, NY",New York,42.0912025,-76.80461939999999,"Elmira, NY, USA","locality,political",high,google
Cortland County,New York,42.5440918,-75.9927652,"Cortland County, NY, USA","administrative_area_level_2,political",high,google
"City Of North Tonawanda, NY",New York,43.038668,-78.8642033,"North Tonawanda, NY 14120, USA","locality,political",high,google
"Town Of Gates, NY",New York,43.1480944,-77.7223162,"Gates, NY, USA","administrative_area_level_3,political",high,google
Essex County,New York,44.0107408,-73.9507728,"Essex County, NY, USA","administrative_area_level_2,political",high,google
"Town Of West Seneca, NY",New York,42.8358977,-78.7538895,"West Seneca, NY, USA","locality,political",high,google
"Town Of Yorktown, NY",New York,41.2625965,-73.8183804,"Yorktown, NY, USA","administrative_area_level_3,political",high,google
Delaware County,New York,42.2452081,-74.8741045,"Delaware County, NY, USA","administrative_area_level_2,political",high,google
"Town Of Eastchester, NY",New York,40.95956049999999,-73.8095574,"Eastchester, NY, USA","locality,political",high,google
"Town Of Mamaroneck, NY",New York,40.94870969999999,-73.7326309,"Mamaroneck, NY, USA","locality,political",high,google
"Town Of Newburgh, NY",New York,41.5762452,-74.10050439999999,"Newburgh, NY, USA","administrative_area_level_3,political",high,google
Tioga County,New York,42.1256317,-76.3637285,"Tioga County, NY, USA","administrative_area_level_2,political",high,google
"Town Of East Fishkill, NY",New York,41.5534267,-73.7956884,"East Fishkill, NY 12533, USA","locality,political",high,google
"Town Of Orangetown, NY",New York,41.0468345,-73.9451996,"Orangetown, NY, USA","administrative_area_level_3,political",high,google
"Village Of Spring Valley, NY",New York,41.1131514,-74.0437521,"Spring Valley, NY, USA","locality,political",high,google
"City Of Poughkeepsie, NY",New York,41.7055897,-73.9283885,"Poughkeepsie, NY, USA","locality,political",high,google
"Town Of New Windsor, NY",New York,41.4706446,-74.1122506,"New Windsor, NY, USA","administrative_area_level_3,political",high,google
"Town Of Carmel, NY",New York,41.4300937,-73.6801297,"Carmel Hamlet, NY 10512, USA","locality,political",high,google
"Town Of Warwick, NY",New York,41.2638494,-74.3822058,"Warwick, NY, USA","administrative_area_level_3,political",high,google
"Town Of Greece, NY",New York,43.2097837,-77.6930602,"Greece, NY 14626, USA","locality,political",high,google
"Village Of Port Chester, NY",New York,41.0017643,-73.66568339999999,"Port Chester, NY 10573, USA","locality,political",high,google
"Town Of Haverstraw, NY",New York,41.1975947,-73.96458369999999,"Haverstraw, NY 10927, USA","locality,political",high,google
"Town Of East Hampton, NY",New York,41.053736,-71.944703,"East Hampton, NY, USA","administrative_area_level_3,political",high,google+snapped
"Town Of Mount Pleasant, NY",New York,41.1139006,-73.8066163,"Mount Pleasant, NY, USA","administrative_area_level_3,political",high,google
"Town Of Camillus, NY",New York,43.039233,-76.3040965,"Camillus, NY 13031, USA","locality,political",high,google
"Town Of Southampton, NY",New York,40.8842497,-72.38952019999999,"Southampton, NY, USA","administrative_area_level_3,political",high,google
"County Of Tioga, NY",New York,42.1256317,-76.3637285,"Tioga County, NY, USA","administrative_area_level_2,political",high,google
"City Of Schenectady, NY",New York,42.8143509,-73.93874199999999,"Schenectady, NY, USA","locality,political",high,google
"Jefferson County, NY",New York,44.0607421,-75.9927652,"Jefferson County, NY, USA","administrative_area_level_2,political",high,google
"Wayne County, NY",New York,43.2020024,-77.010385,"Wayne County, NY, USA","administrative_area_level_2,political",high,google
"Town Of De Witt, NY",New York,43.0426887,-76.0677796,"De Witt, NY, USA","locality,political",high,google
"Village Of Kiryas Joel, NY",New York,41.3420381,-74.167924,"Kiryas Joel, NY, USA","locality,political",high,google
"Town Of Greenburgh, NY",New York,41.0550969,-73.8201337,"Greenburgh, NY, USA","administrative_area_level_3,political",high,google
"Town Of Le Ray, NY",New York,44.0904517,-75.78365889999999,"Le Ray, NY, USA","administrative_area_level_3,political",high,google
"Oneida County, NY",New York,43.2371798,-75.4344727,"Oneida County, NY, USA","administrative_area_level_2,political",high,google
"Chemung County, NY",New York,42.1362071,-76.7798172,"Chemung County, NY, USA","administrative_area_level_2,political",high,google
"Tompkins County, NY",New York,42.4575747,-76.5488232,"Tompkins County, NY, USA","administrative_area_level_2,political",high,google
"County Of Allegany, NY",New York,42.3129816,-78.0195387,"Allegany County, NY, USA","administrative_area_level_2,political",high,google
"Town Of Tonawanda, NY",New York,42.9886849,-78.8723971,"Tonawanda, NY, USA","administrative_area_level_3,political",high,google
"Rensselaer County, NY",New York,42.673664,-73.55941279999999,"Rensselaer County, NY, USA","administrative_area_level_2,political",high,google
"Sullivan County, NY",New York,41.6897493,-74.7805192,"Sullivan County, NY, USA","administrative_area_level_2,political",high,google
"Ulster County, NY",New York,41.8586493,-74.3118212,"Ulster County, NY, USA","administrative_area_level_2,political",high,google
"Town Of Cheektowaga, NY",New York,42.9071477,-78.7542892,"Cheektowaga, NY, USA","locality,political",high,google
